Date,PX_LAST,PX_BID
4/10/2007,4.5097,4.5136
3/10/2007,4.5588,4.5628
2/10/2007,4.5216,4.5255
1/10/2007,4.5452,4.5491
28/9/2007,4.5865,4.5905
27/9/2007,4.563,4.567
26/9/2007,4.6202,4.6242
25/9/2007,4.6242,4.6282
24/9/2007,4.6282,4.6321
21/9/2007,4.6203,4.6243
20/9/2007,4.6957,4.6996
19/9/2007,4.5458,4.5497
18/9/2007,4.4717,4.4756
17/9/2007,4.466,4.4699
14/9/2007,4.4544,4.454
13/9/2007,4.4643,4.464
12/9/2007,4.4102,4.41
11/9/2007,4.3679,4.368
10/9/2007,4.322,4.322
7/9/2007,4.3816,4.382
6/9/2007,4.5076,4.508
5/9/2007,4.4669,4.467
4/9/2007,4.5466,4.547
3/9/2007,4.5291,4.529
31/8/2007,4.5292,4.529
30/8/2007,4.5061,4.506
29/8/2007,4.5587,4.559
28/8/2007,4.5062,4.506
27/8/2007,4.5627,4.563
24/8/2007,4.6156,4.616
23/8/2007,4.6452,4.645
22/8/2007,4.6452,4.645
21/8/2007,4.5904,4.59
20/8/2007,4.6257,4.626
17/8/2007,4.6847,4.685
16/8/2007,4.6572,4.657
15/8/2007,4.7243,4.724
14/8/2007,4.7243,4.724
13/8/2007,4.7599,4.76
10/8/2007,4.8076,4.808
9/8/2007,4.7678,4.768
8/8/2007,4.8767,4.877
7/8/2007,4.7677,4.768
6/8/2007,4.7371,4.737
3/8/2007,4.6842,4.684
2/8/2007,4.7654,4.765
1/8/2007,4.7919,4.792
31/7/2007,4.7388,4.739
30/7/2007,4.802,4.802
27/7/2007,4.757,4.757
26/7/2007,4.7854,4.785
25/7/2007,4.8983,4.898
24/7/2007,4.9085,4.909
23/7/2007,4.9477,4.948
20/7/2007,4.9497,4.95
19/7/2007,5.0159,5.016
18/7/2007,5.0283,5.028
17/7/2007,5.0491,5.049
16/7/2007,5.0385,5.039
13/7/2007,5.0928,5.093
12/7/2007,5.1239,5.124
11/7/2007,5.086,5.086
10/7/2007,5.0212,5.021
9/7/2007,5.1382,5.138
6/7/2007,5.1824,5.182
5/7/2007,5.1402,5.14
4/7/2007,5.0373,5.037
3/7/2007,5.0372,5.037
2/7/2007,4.9892,4.989
29/6/2007,5.0244,5.024
28/6/2007,5.1033,5.103
27/6/2007,5.0802,5.08
26/6/2007,5.078,5.078
25/6/2007,5.08,5.08
22/6/2007,5.13,5.13
21/6/2007,5.1863,5.186
20/6/2007,5.1316,5.132
19/6/2007,5.0814,5.081
18/6/2007,5.1335,5.133
15/6/2007,5.1627,5.163
14/6/2007,5.2212,5.221
13/6/2007,5.1979,5.198
12/6/2007,5.2928,5.293
11/6/2007,5.1514,5.151
8/6/2007,5.0991,5.099
7/6/2007,5.13,5.13
6/6/2007,4.9641,4.964
5/6/2007,4.9908,4.991
4/6/2007,4.9271,4.927
1/6/2007,4.9516,4.952
31/5/2007,4.8879,4.888
30/5/2007,4.8675,4.868
29/5/2007,4.8818,4.882
28/5/2007,4.8573,4.857
25/5/2007,4.8572,4.857
24/5/2007,4.8387,4.839
23/5/2007,4.8468,4.847
22/5/2007,4.8245,4.824
21/5/2007,4.782,4.782
18/5/2007,4.8001,4.8
17/5/2007,4.7517,4.752
16/5/2007,4.7096,4.71
15/5/2007,4.7016,4.702
14/5/2007,4.6936,4.694
11/5/2007,4.6717,4.672
10/5/2007,4.6379,4.638
9/5/2007,4.6618,4.662
8/5/2007,4.6342,4.634
7/5/2007,4.6262,4.626
4/5/2007,4.6382,4.638
3/5/2007,4.6723,4.672
2/5/2007,4.6422,4.642
1/5/2007,4.6362,4.636
30/4/2007,4.6222,4.622
27/4/2007,4.6924,4.692
26/4/2007,4.6964,4.696
25/4/2007,4.6502,4.65
24/4/2007,4.6202,4.62
23/4/2007,4.6402,4.64
20/4/2007,4.6703,4.67
19/4/2007,4.6642,4.664
18/4/2007,4.6502,4.65
17/4/2007,4.6803,4.68
16/4/2007,4.7346,4.735
13/4/2007,4.7608,4.761
12/4/2007,4.7345,4.734
11/4/2007,4.7304,4.73
10/4/2007,4.7184,4.718
9/4/2007,4.7425,4.743
6/4/2007,4.7485,4.749
5/4/2007,4.6782,4.678
4/4/2007,4.6482,4.648
3/4/2007,4.6642,4.664
2/4/2007,4.6403,4.64
30/3/2007,4.6443,4.644
29/3/2007,4.6423,4.642
28/3/2007,4.6204,4.62
27/3/2007,4.5966,4.597
26/3/2007,4.6006,4.601
23/3/2007,4.6105,4.611
22/3/2007,4.5829,4.583
21/3/2007,4.5356,4.536
20/3/2007,4.5494,4.549
19/3/2007,4.5632,4.563
16/3/2007,4.5435,4.544
15/3/2007,4.5358,4.536
14/3/2007,4.5338,4.534
13/3/2007,4.4907,4.491
12/3/2007,4.5516,4.552
9/3/2007,4.5871,4.587
8/3/2007,4.5125,4.512
7/3/2007,4.4871,4.487
6/3/2007,4.5282,4.528
5/3/2007,4.495,4.495
2/3/2007,4.497,4.497
1/3/2007,4.5499,4.55
28/2/2007,4.5657,4.566
27/2/2007,4.5109,4.511
26/2/2007,4.6248,4.625
23/2/2007,4.6703,4.67
22/2/2007,4.7279,4.728
21/2/2007,4.6902,4.69
20/2/2007,4.6743,4.674
19/2/2007,4.6882,4.688
16/2/2007,4.6882,4.688
15/2/2007,4.7061,4.706
14/2/2007,4.7359,4.736
13/2/2007,4.8078,4.808
12/2/2007,4.8037,4.804
9/2/2007,4.7797,4.78
8/2/2007,4.7319,4.732
7/2/2007,4.7432,4.743
6/2/2007,4.7655,4.765
5/2/2007,4.8021,4.802
2/2/2007,4.8204,4.82
1/2/2007,4.8346,4.835
31/1/2007,4.808,4.808
30/1/2007,4.8693,4.869
29/1/2007,4.8897,4.89
26/1/2007,4.8733,4.873
25/1/2007,4.8731,4.873
24/1/2007,4.8077,4.808
23/1/2007,4.8077,4.808
22/1/2007,4.759,4.759
19/1/2007,4.7752,4.775
18/1/2007,4.7427,4.743
17/1/2007,4.7791,4.779
16/1/2007,4.7467,4.747
15/1/2007,4.775,4.775
12/1/2007,4.775,4.775
11/1/2007,4.7305,4.73
10/1/2007,4.6843,4.684
9/1/2007,4.6542,4.654
8/1/2007,4.6522,4.652
5/1/2007,4.6442,4.644
4/1/2007,4.6024,4.602
3/1/2007,4.6582,4.658
2/1/2007,4.6802,4.68
1/1/2007,4.7022,4.702
29/12/2006,4.7022,4.702
28/12/2006,4.6802,4.68
27/12/2006,4.6503,4.65
26/12/2006,4.5986,4.599
25/12/2006,4.6184,4.618
22/12/2006,4.6185,4.618
21/12/2006,4.5454,4.545
20/12/2006,4.5947,4.595
19/12/2006,4.5888,4.589
18/12/2006,4.5809,4.581
15/12/2006,4.5928,4.593
14/12/2006,4.5968,4.597
13/12/2006,4.5791,4.579
12/12/2006,4.4848,4.485
11/12/2006,4.5182,4.518
8/12/2006,4.5437,4.544
7/12/2006,4.4811,4.481
6/12/2006,4.4851,4.485
5/12/2006,4.4403,4.44
4/12/2006,4.4229,4.423
1/12/2006,4.4327,4.433
30/11/2006,4.4581,4.458
29/11/2006,4.5206,4.521
28/11/2006,4.5011,4.501
27/11/2006,4.5285,4.528
24/11/2006,4.548,4.548
23/11/2006,4.5579,4.558
22/11/2006,4.558,4.558
21/11/2006,4.5698,4.57
20/11/2006,4.5973,4.597
17/11/2006,4.5993,4.599
16/11/2006,4.6644,4.664
15/11/2006,4.6171,4.617
14/11/2006,4.5622,4.562
13/11/2006,4.6093,4.609
10/11/2006,4.5877,4.588
9/11/2006,4.6253,4.625
8/11/2006,4.6352,4.635
7/11/2006,4.6571,4.657
6/11/2006,4.693,4.693
3/11/2006,4.715,4.715
2/11/2006,4.594,4.594
1/11/2006,4.5645,4.564
31/10/2006,4.5981,4.598
30/10/2006,4.6694,4.669
27/10/2006,4.6715,4.671
26/10/2006,4.7174,4.717
25/10/2006,4.7614,4.761
24/10/2006,4.8196,4.82
23/10/2006,4.8277,4.828
20/10/2006,4.7855,4.786
19/10/2006,4.7816,4.782
18/10/2006,4.7536,4.754
17/10/2006,4.7656,4.766
16/10/2006,4.7757,4.776
13/10/2006,4.7977,4.798
12/10/2006,4.7698,4.77
11/10/2006,4.7778,4.778
10/10/2006,4.7518,4.752
9/10/2006,4.6942,4.694
6/10/2006,4.6943,4.694
5/10/2006,4.6037,4.604
4/10/2006,4.5587,4.559
3/10/2006,4.6137,4.614
2/10/2006,4.6,4.6
29/9/2006,4.6276,4.628
28/9/2006,4.612,4.612
27/9/2006,4.5984,4.598
26/9/2006,4.5828,4.583
25/9/2006,4.5418,4.542
22/9/2006,4.5888,4.589
21/9/2006,4.636,4.636
20/9/2006,4.7288,4.729
19/9/2006,4.7328,4.733
18/9/2006,4.8044,4.804
15/9/2006,4.7885,4.788
14/9/2006,4.7886,4.789
13/9/2006,4.7588,4.759
12/9/2006,4.7688,4.769
11/9/2006,4.8006,4.801
8/9/2006,4.7708,4.771
7/9/2006,4.7848,4.785
6/9/2006,4.7948,4.795
5/9/2006,4.7789,4.779
4/9/2006,4.7235,4.724
1/9/2006,4.7236,4.724
31/8/2006,4.7258,4.726
30/8/2006,4.7515,4.751
29/8/2006,4.7772,4.777
28/8/2006,4.7911,4.791
25/8/2006,4.7793,4.779
24/8/2006,4.7992,4.799
23/8/2006,4.8072,4.807
22/8/2006,4.8092,4.809
21/8/2006,4.8112,4.811
18/8/2006,4.841,4.841
17/8/2006,4.863,4.863
16/8/2006,4.859,4.859
15/8/2006,4.9289,4.929
14/8/2006,4.9952,4.995
11/8/2006,4.9691,4.969
10/8/2006,4.9309,4.931
9/8/2006,4.9367,4.937
8/8/2006,4.9165,4.917
7/8/2006,4.9186,4.919
4/8/2006,4.8925,4.893
3/8/2006,4.9591,4.959
2/8/2006,4.9632,4.963
1/8/2006,4.9753,4.975
31/7/2006,4.9794,4.979
28/7/2006,4.9896,4.99
27/7/2006,5.0343,5.034
26/7/2006,5.0302,5.03
25/7/2006,5.0628,5.063
24/7/2006,5.0424,5.042
21/7/2006,5.0404,5.04
20/7/2006,5.0263,5.026
19/7/2006,5.0487,5.049
18/7/2006,5.1302,5.13
17/7/2006,5.0629,5.063
14/7/2006,5.0629,5.063
13/7/2006,5.063,5.063
12/7/2006,5.0976,5.098
11/7/2006,5.0996,5.1
10/7/2006,5.1241,5.124
7/7/2006,5.1261,5.126
6/7/2006,5.1793,5.179
5/7/2006,5.2204,5.22
4/7/2006,5.1486,5.149
3/7/2006,5.1486,5.149
30/6/2006,5.1364,5.136
29/6/2006,5.1936,5.194
28/6/2006,5.2429,5.243
27/6/2006,5.1998,5.2
26/6/2006,5.2326,5.233
23/6/2006,5.2223,5.222
22/6/2006,5.208,5.208
21/6/2006,5.1528,5.153
20/6/2006,5.1487,5.149
19/6/2006,5.1345,5.135
16/6/2006,5.1264,5.126
15/6/2006,5.094,5.094
14/6/2006,5.0617,5.062
13/6/2006,4.9613,4.961
12/6/2006,4.9774,4.977
9/6/2006,4.9714,4.971
8/6/2006,4.9936,4.994
7/6/2006,5.0177,5.018
6/6/2006,4.9997,5
5/6/2006,5.0177,5.018
2/6/2006,4.9898,4.99
1/6/2006,5.0984,5.098
31/5/2006,5.1186,5.119
30/5/2006,5.0762,5.076
29/5/2006,5.0481,5.048
26/5/2006,5.0481,5.048
25/5/2006,5.0683,5.068
24/5/2006,5.0363,5.036
23/5/2006,5.0123,5.012
22/5/2006,5.0383,5.038
19/5/2006,5.0584,5.058
18/5/2006,5.0605,5.061
17/5/2006,5.1431,5.143
16/5/2006,5.0947,5.095
15/5/2006,5.1533,5.153
12/5/2006,5.1938,5.194
11/5/2006,5.151,5.151
10/5/2006,5.1234,5.123
9/5/2006,5.1211,5.121
8/5/2006,5.1104,5.11
5/5/2006,5.0997,5.1
4/5/2006,5.1521,5.152
3/5/2006,5.1414,5.141
2/5/2006,5.1075,5.107
1/5/2006,5.1369,5.137
28/4/2006,5.0505,5.05
27/4/2006,5.0669,5.067
26/4/2006,5.1046,5.105
25/4/2006,5.0667,5.067
24/4/2006,4.9768,4.977
21/4/2006,5.0079,5.008
20/4/2006,5.0389,5.039
19/4/2006,5.0221,5.022
18/4/2006,4.9824,4.982
17/4/2006,5.0032,5.003
14/4/2006,5.0448,5.045
13/4/2006,5.0447,5.045
12/4/2006,4.9777,4.978
11/4/2006,4.9197,4.92
10/4/2006,4.9526,4.953
7/4/2006,4.9774,4.977
6/4/2006,4.8987,4.899
5/4/2006,4.8433,4.843
4/4/2006,4.8637,4.864
3/4/2006,4.8615,4.862
31/3/2006,4.8472,4.847
30/3/2006,4.8551,4.855
29/3/2006,4.8041,4.804
28/3/2006,4.7797,4.78
27/3/2006,4.7028,4.703
24/3/2006,4.6686,4.669
23/3/2006,4.7329,4.733
22/3/2006,4.6986,4.699
21/3/2006,4.7167,4.717
20/3/2006,4.6565,4.656
17/3/2006,4.6705,4.67
16/3/2006,4.6404,4.64
15/3/2006,4.7266,4.727
14/3/2006,4.6924,4.692
13/3/2006,4.7668,4.767
10/3/2006,4.7567,4.757
9/3/2006,4.7243,4.724
8/3/2006,4.7263,4.726
7/3/2006,4.7223,4.722
6/3/2006,4.7504,4.75
3/3/2006,4.6801,4.68
2/3/2006,4.6282,4.628
1/3/2006,4.5845,4.585
28/2/2006,4.551,4.551
27/2/2006,4.5905,4.59
24/2/2006,4.5727,4.573
23/2/2006,4.5549,4.555
22/2/2006,4.5215,4.521
21/2/2006,4.5648,4.565
20/2/2006,4.5372,4.537
17/2/2006,4.5372,4.537
16/2/2006,4.5825,4.583
15/2/2006,4.5964,4.596
14/2/2006,4.6102,4.61
13/2/2006,4.5766,4.577
10/2/2006,4.5845,4.585
9/2/2006,4.5432,4.543
8/2/2006,4.5873,4.587
7/2/2006,4.5652,4.565
6/2/2006,4.5432,4.543
3/2/2006,4.5232,4.523
2/2/2006,4.5571,4.557
1/2/2006,4.5551,4.555
31/1/2006,4.5152,4.515
30/1/2006,4.5251,4.525
27/1/2006,4.5092,4.509
26/1/2006,4.5172,4.517
25/1/2006,4.4754,4.475
24/1/2006,4.3904,4.39
23/1/2006,4.3551,4.355
20/1/2006,4.3493,4.349
19/1/2006,4.3729,4.373
18/1/2006,4.3318,4.332
17/1/2006,4.324,4.324
16/1/2006,4.3534,4.353
13/1/2006,4.3534,4.353
12/1/2006,4.4026,4.403
11/1/2006,4.4518,4.452
10/1/2006,4.4243,4.424
9/1/2006,4.3654,4.365
6/1/2006,4.3733,4.373
5/1/2006,4.3519,4.352
4/1/2006,4.3422,4.342
3/1/2006,4.3637,4.364
2/1/2006,4.3911,4.391
30/12/2005,4.3911,4.391
29/12/2005,4.3541,4.354
28/12/2005,4.3737,4.374
27/12/2005,4.3366,4.337
23/12/2005,4.372,4.372
22/12/2005,4.4267,4.427
21/12/2005,4.4877,4.488
20/12/2005,4.4601,4.46
19/12/2005,4.4385,4.439
16/12/2005,4.4327,4.433
15/12/2005,4.4602,4.46
14/12/2005,4.4563,4.456
13/12/2005,4.5193,4.519
12/12/2005,4.547,4.547
9/12/2005,4.5233,4.523
8/12/2005,4.4623,4.462
7/12/2005,4.5095,4.509
6/12/2005,4.482,4.482
5/12/2005,4.5687,4.569
2/12/2005,4.5115,4.511
1/12/2005,4.5135,4.513
30/11/2005,4.484,4.484
29/11/2005,4.4743,4.474
28/11/2005,4.404,4.404
25/11/2005,4.4274,4.427
24/11/2005,4.47,4.47
23/11/2005,4.47,4.47
22/11/2005,4.4256,4.426
21/11/2005,4.4588,4.459
18/11/2005,4.4881,4.488
17/11/2005,4.4569,4.457
16/11/2005,4.4706,4.471
15/11/2005,4.5569,4.557
14/11/2005,4.6043,4.604
11/11/2005,4.5333,4.533
10/11/2005,4.5535,4.554
9/11/2005,4.6388,4.639
8/11/2005,4.5512,4.551
7/11/2005,4.6223,4.622
4/11/2005,4.659,4.659
3/11/2005,4.6465,4.646
2/11/2005,4.6036,4.604
1/11/2005,4.5629,4.563
31/10/2005,4.5506,4.551
28/10/2005,4.5648,4.565
27/10/2005,4.5463,4.546
26/10/2005,4.5827,4.583
25/10/2005,4.5341,4.534
24/10/2005,4.4436,4.444
21/10/2005,4.3837,4.384
20/10/2005,4.4295,4.429
19/10/2005,4.4594,4.459
18/10/2005,4.4694,4.469
17/10/2005,4.4934,4.493
14/10/2005,4.4793,4.479
13/10/2005,4.4612,4.461
12/10/2005,4.4392,4.439
11/10/2005,4.3914,4.391
10/10/2005,4.3557,4.356
7/10/2005,4.354,4.354
6/10/2005,4.3873,4.387
5/10/2005,4.3398,4.34
4/10/2005,4.3674,4.367
3/10/2005,4.3833,4.383
30/9/2005,4.324,4.324
29/9/2005,4.2945,4.295
28/9/2005,4.2534,4.253
27/9/2005,4.2808,4.281
26/9/2005,4.2906,4.291
23/9/2005,4.2456,4.246
22/9/2005,4.1795,4.18
21/9/2005,4.166,4.166
20/9/2005,4.2418,4.242
19/9/2005,4.2457,4.246
16/9/2005,4.271,4.271
15/9/2005,4.2107,4.211
14/9/2005,4.1643,4.164
13/9/2005,4.1258,4.126
12/9/2005,4.1701,4.17
9/9/2005,4.1181,4.118
8/9/2005,4.1452,4.145
7/9/2005,4.1375,4.138
6/9/2005,4.0953,4.095
5/9/2005,4.0285,4.029
2/9/2005,4.0362,4.036
1/9/2005,4.0307,4.031
31/8/2005,4.0137,4.014
30/8/2005,4.0899,4.09
29/8/2005,4.1667,4.167
26/8/2005,4.186,4.186
25/8/2005,4.1553,4.155
24/8/2005,4.1649,4.165
23/8/2005,4.1784,4.178
22/8/2005,4.2073,4.207
19/8/2005,4.2054,4.205
18/8/2005,4.1978,4.198
17/8/2005,4.2674,4.267
16/8/2005,4.2056,4.206
15/8/2005,4.281,4.281
12/8/2005,4.2423,4.242
11/8/2005,4.3203,4.32
10/8/2005,4.3903,4.39
9/8/2005,4.3883,4.388
8/8/2005,4.4184,4.418
5/8/2005,4.3861,4.386
4/8/2005,4.312,4.312
3/8/2005,4.292,4.292
2/8/2005,4.3338,4.334
1/8/2005,4.3099,4.31
29/7/2005,4.276,4.276
28/7/2005,4.1891,4.189
27/7/2005,4.2541,4.254
26/7/2005,4.2245,4.224
25/7/2005,4.2442,4.244
22/7/2005,4.2185,4.219
21/7/2005,4.2757,4.276
20/7/2005,4.1576,4.158
19/7/2005,4.1792,4.179
18/7/2005,4.2204,4.22
15/7/2005,4.1635,4.163
14/7/2005,4.1732,4.173
13/7/2005,4.1556,4.156
12/7/2005,4.142,4.142
11/7/2005,4.0933,4.093
8/7/2005,4.0914,4.091
7/7/2005,4.0605,4.06
6/7/2005,4.0682,4.068
5/7/2005,4.105,4.105
4/7/2005,4.0373,4.037
1/7/2005,4.0489,4.049
30/6/2005,3.913,3.913
29/6/2005,3.9779,3.978
28/6/2005,3.9703,3.97
27/6/2005,3.9017,3.902
24/6/2005,3.917,3.917
23/6/2005,3.9514,3.951
22/6/2005,3.94,3.94
21/6/2005,4.0396,4.04
20/6/2005,4.1091,4.109
17/6/2005,4.0705,4.07
16/6/2005,4.0667,4.067
15/6/2005,4.0995,4.099
14/6/2005,4.1072,4.107
13/6/2005,4.0918,4.092
10/6/2005,4.0514,4.051
9/6/2005,3.9483,3.948
8/6/2005,3.9331,3.933
7/6/2005,3.901,3.901
6/6/2005,3.9522,3.952
3/6/2005,3.9732,3.973
2/6/2005,3.9032,3.903
1/6/2005,3.8844,3.884
31/5/2005,3.981,3.981
30/5/2005,4.069,4.069
27/5/2005,4.0709,4.071
26/5/2005,4.0787,4.079
25/5/2005,4.0864,4.086
24/5/2005,4.0271,4.027
23/5/2005,4.0538,4.054
20/5/2005,4.121,4.121
19/5/2005,4.1115,4.111
18/5/2005,4.0884,4.088
17/5/2005,4.1134,4.113
16/5/2005,4.1269,4.127
13/5/2005,4.1173,4.117
12/5/2005,4.1703,4.17
11/5/2005,4.202,4.202
10/5/2005,4.2,4.2
9/5/2005,4.2816,4.282
6/5/2005,4.2576,4.258
5/5/2005,4.1543,4.154
4/5/2005,4.1859,4.186
3/5/2005,4.1641,4.164
2/5/2005,4.1858,4.186
29/4/2005,4.1976,4.198
28/4/2005,4.1442,4.144
27/4/2005,4.2232,4.223
26/4/2005,4.2649,4.265
25/4/2005,4.2469,4.247
22/4/2005,4.2449,4.245
21/4/2005,4.2945,4.294
20/4/2005,4.1853,4.185
19/4/2005,4.2109,4.211
18/4/2005,4.2704,4.27
15/4/2005,4.2406,4.241
14/4/2005,4.308,4.308
13/4/2005,4.3599,4.36
12/4/2005,4.3518,4.352
11/4/2005,4.428,4.428
8/4/2005,4.4683,4.468
7/4/2005,4.4802,4.48
6/4/2005,4.4215,4.422
5/4/2005,4.4678,4.468
4/4/2005,4.4556,4.456
1/4/2005,4.4475,4.447
31/3/2005,4.4815,4.481
30/3/2005,4.5462,4.546
29/3/2005,4.5726,4.573
28/3/2005,4.64,4.64
25/3/2005,4.5929,4.593
24/3/2005,4.5968,4.597
23/3/2005,4.5841,4.584
22/3/2005,4.6411,4.641
21/3/2005,4.5229,4.523
18/3/2005,4.5066,4.507
17/3/2005,4.464,4.464
16/3/2005,4.5062,4.506
15/3/2005,4.5445,4.545
14/3/2005,4.508,4.508
11/3/2005,4.5423,4.542
10/3/2005,4.4633,4.463
9/3/2005,4.5196,4.52
8/3/2005,4.3911,4.391
7/3/2005,4.3076,4.308
4/3/2005,4.3076,4.308
3/3/2005,4.3768,4.377
2/3/2005,4.3767,4.377
1/3/2005,4.3647,4.365
28/2/2005,4.3766,4.377
25/2/2005,4.2638,4.264
24/2/2005,4.2833,4.283
23/2/2005,4.2617,4.262
22/2/2005,4.2853,4.285
21/2/2005,4.2616,4.262
18/2/2005,4.2655,4.266
17/2/2005,4.1794,4.179
16/2/2005,4.1521,4.152
15/2/2005,4.096,4.096
14/2/2005,4.069,4.069
11/2/2005,4.0844,4.084
10/2/2005,4.0888,4.089
9/2/2005,3.979,3.979
8/2/2005,4.0153,4.015
7/2/2005,4.0501,4.05
4/2/2005,4.0753,4.075
3/2/2005,4.163,4.163
2/2/2005,4.1396,4.14
1/2/2005,4.1377,4.138
31/1/2005,4.128,4.128
28/1/2005,4.1397,4.14
27/1/2005,4.2179,4.218
26/1/2005,4.1964,4.196
25/1/2005,4.1925,4.192
24/1/2005,4.1204,4.12
21/1/2005,4.1399,4.14
20/1/2005,4.1614,4.161
19/1/2005,4.1711,4.171
18/1/2005,4.1848,4.185
17/1/2005,4.2082,4.208
14/1/2005,4.208,4.208
13/1/2005,4.1635,4.163
12/1/2005,4.2337,4.234
11/1/2005,4.2357,4.236
10/1/2005,4.269,4.269
7/1/2005,4.269,4.269
6/1/2005,4.2612,4.261
5/1/2005,4.2808,4.281
4/1/2005,4.2886,4.289
3/1/2005,4.2104,4.21
31/12/2004,4.2182,4.218
30/12/2004,4.2534,4.253
29/12/2004,4.322,4.322
28/12/2004,4.2906,4.291
27/12/2004,4.2965,4.296
24/12/2004,4.2144,4.214
23/12/2004,4.2242,4.224
22/12/2004,4.1931,4.193
21/12/2004,4.1622,4.162
20/12/2004,4.1835,4.183
17/12/2004,4.199,4.199
16/12/2004,4.1836,4.184
15/12/2004,4.0739,4.074
14/12/2004,4.1219,4.122
13/12/2004,4.147,4.147
10/12/2004,4.1489,4.149
9/12/2004,4.1664,4.166
8/12/2004,4.1183,4.118
7/12/2004,4.2206,4.221
6/12/2004,4.2206,4.221
3/12/2004,4.2497,4.25
2/12/2004,4.4063,4.406
1/12/2004,4.3649,4.365
30/11/2004,4.3492,4.349
29/11/2004,4.3179,4.318
26/11/2004,4.2459,4.246
25/11/2004,4.1937,4.194
24/11/2004,4.1976,4.198
23/11/2004,4.1823,4.182
22/11/2004,4.1784,4.178
19/11/2004,4.2035,4.204
18/11/2004,4.1134,4.113
17/11/2004,4.1287,4.129
16/11/2004,4.2056,4.206
15/11/2004,4.1863,4.186
12/11/2004,4.1786,4.179
11/11/2004,4.2519,4.252
10/11/2004,4.2394,4.239
9/11/2004,4.2257,4.226
8/11/2004,4.2158,4.216
5/11/2004,4.1727,4.173
4/11/2004,4.0716,4.072
3/11/2004,4.0736,4.074
2/11/2004,4.0465,4.047
1/11/2004,4.0698,4.07
29/10/2004,4.0235,4.023
28/10/2004,4.0487,4.049
27/10/2004,4.0816,4.082
26/10/2004,3.9988,3.999
25/10/2004,3.9701,3.97
22/10/2004,3.974,3.974
21/10/2004,3.9952,3.995
20/10/2004,3.98,3.98
19/10/2004,4.0318,4.032
18/10/2004,4.0415,4.041
15/10/2004,4.0531,4.053
14/10/2004,4.0244,4.024
13/10/2004,4.0552,4.055
12/10/2004,4.0976,4.098
11/10/2004,4.1305,4.131
8/10/2004,4.1286,4.129
7/10/2004,4.2416,4.242
6/10/2004,4.2201,4.22
5/10/2004,4.1734,4.173
4/10/2004,4.1637,4.164
1/10/2004,4.1871,4.187
30/9/2004,4.1194,4.119
29/9/2004,4.0866,4.087
28/9/2004,4.0024,4.002
27/9/2004,3.9891,3.989
24/9/2004,4.0273,4.027
23/9/2004,4.0161,4.016
22/9/2004,3.978,3.978
21/9/2004,4.0353,4.035
20/9/2004,4.0564,4.056
17/9/2004,4.1064,4.106
16/9/2004,4.0719,4.072
15/9/2004,4.1643,4.164
14/9/2004,4.1238,4.124
13/9/2004,4.1354,4.135
10/9/2004,4.1856,4.186
9/9/2004,4.1953,4.195
8/9/2004,4.1587,4.159
7/9/2004,4.238,4.238
6/9/2004,4.2906,4.291
3/9/2004,4.2945,4.295
2/9/2004,4.2129,4.213
1/9/2004,4.1128,4.113
31/8/2004,4.1167,4.117
30/8/2004,4.1763,4.176
27/8/2004,4.2265,4.227
26/8/2004,4.2092,4.209
25/8/2004,4.2615,4.261
24/8/2004,4.2712,4.271
23/8/2004,4.2829,4.283
20/8/2004,4.2325,4.232
19/8/2004,4.2132,4.213
18/8/2004,4.2364,4.236
17/8/2004,4.1901,4.19
16/8/2004,4.2616,4.262
13/8/2004,4.2268,4.227
12/8/2004,4.2538,4.254
11/8/2004,4.2713,4.271
10/8/2004,4.2888,4.289
9/8/2004,4.2561,4.256
6/8/2004,4.2196,4.22
5/8/2004,4.4,4.4
4/8/2004,4.4176,4.418
3/8/2004,4.4236,4.424
2/8/2004,4.4491,4.449
30/7/2004,4.4747,4.475
29/7/2004,4.5754,4.575
28/7/2004,4.5834,4.583
27/7/2004,4.6132,4.613
26/7/2004,4.4848,4.485
23/7/2004,4.4301,4.43
22/7/2004,4.444,4.444
21/7/2004,4.4656,4.466
20/7/2004,4.4441,4.444
19/7/2004,4.3509,4.351
16/7/2004,4.3491,4.349
15/7/2004,4.4797,4.48
14/7/2004,4.4797,4.48
13/7/2004,4.47,4.47
12/7/2004,4.4447,4.445
9/7/2004,4.4565,4.456
8/7/2004,4.4704,4.47
7/7/2004,4.4743,4.474
6/7/2004,4.4743,4.474
5/7/2004,4.4549,4.455
2/7/2004,4.4589,4.459
1/7/2004,4.5629,4.563
30/6/2004,4.5806,4.581
29/6/2004,4.6855,4.686
28/6/2004,4.7354,4.735
25/6/2004,4.6459,4.646
24/6/2004,4.644,4.644
23/6/2004,4.6956,4.696
22/6/2004,4.7175,4.717
21/6/2004,4.6837,4.684
18/6/2004,4.7096,4.71
17/6/2004,4.6779,4.678
16/6/2004,4.7216,4.722
15/6/2004,4.676,4.676
14/6/2004,4.8698,4.87
11/6/2004,4.7995,4.799
10/6/2004,4.7935,4.793
9/6/2004,4.8055,4.805
8/6/2004,4.7615,4.762
7/6/2004,4.7596,4.76
4/6/2004,4.7715,4.772
3/6/2004,4.7099,4.71
2/6/2004,4.7377,4.738
1/6/2004,4.7001,4.7
31/5/2004,4.6468,4.647
28/5/2004,4.6468,4.647
27/5/2004,4.5999,4.6
26/5/2004,4.6549,4.655
25/5/2004,4.7201,4.72
24/5/2004,4.732,4.732
